spec,programText,verdict,verdictTest,task,tests
0e59e4b2-2423-46eb-a406-bb36a83982c1,"\n\ndef counter(k, n):\n    if n == 1:\n        return 10-k\n    s = 0\n    for i in range(k, 10):\n        s += counter(i, n-1)\n    return s\n\n\nn = int(input())\nprint(counter(0, n))",TL,3,a4accdf7-f726-49d2-b19a-aeb590224402,11
283a85ef-c473-42a3-9474-11950086247b,"a, b = map(int, input().split())\na1 = min(a, b)\na2 = (max(a, b) - min(a, b)) // 2\n\nprint(a1, a2)\n",OK,10,c2081cad-a682-43e2-8960-081ef8963a37,11
cc697fa5-2127-4b5c-9187-5546b1bbbcf5,n = int(input())\ncnt = 0\nwhile n > 0:\n    if n >= 5:\n        cnt+= n//5\n        n%= 5\n    elif n >= 2:\n        cnt += n //2\n        n%=2\n    else:\n        cnt += n\n        n = 0\nprint(cnt)\n,WA,4,6824fb27-2339-421d-85db-60758b59cddc,10
f0af3c37-54d2-4759-a9de-8ba663f72742,"n = int(input())\na,b = 1, 0\ns=4\nn-=1\nwhile n!=0:\n    if n<=max(a, b):\n        s+=n*2+1\n        break\n    else:\n        s+=2*a+1\n        if b==0:\n            n-=a\n            a+=1\n            b=1\n        else:\n            n-=a\n            b=0\nprint(s)",OK,10,7aef5f21-3d8a-4711-9507-28bcb1b28522,11
c31d8ef1-2213-406b-8ff7-ac7ace6cb2a8,N = int(input())\n\ncount = 0\nwhile N > 0:\n    if N >= 5:\n        N -= 5\n    elif N >= 2:\n        N -= 2\n    else:\n        N -= 1\n    count += 1\n\nprint(count)\n,WA,4,6824fb27-2339-421d-85db-60758b59cddc,10
c8a22656-9909-4eb0-af07-428d8e8d1951,N = int(input())\n\nflasks_count = 0\ncurrent_length = 1\n\nwhile current_length < N:\n    if N - current_length >= 5:\n        flasks_count += 1\n        current_length *= 5\n    elif N - current_length >= 2:\n        flasks_count += 1\n        current_length *= 2\n    else:\n        flasks_count += 1\n        current_length += 1\n\nprint(flasks_count),WA,3,6824fb27-2339-421d-85db-60758b59cddc,10
8efb43af-841c-4b1e-b9ca-4b5038f6daf7,"n = int(input())\nd = 1\nfor i in range(2, 10):\n    d *= i\nc = 1\nfor i in range(n+9, n, -1):\n    c *= i\nprint(c//d)",OK,10,a4accdf7-f726-49d2-b19a-aeb590224402,11
7f9de35b-6a36-4885-b2ba-f8c4463e6b9c,"n=int(input())\r\na=list(map(int,input().split()))\r\ns=0\r\nmi=1000000000000000000000000000\r\nfor i in a:\r\n    s+=i\r\n    if i%2==1 and i<mi:\r\n        mi=i\r\nif s%2==1:\r\n    s=s-mi\r\nprint(s)\r\n",OK,9,11d7d14b-eb4a-4dd7-94c1-67a03264c424,10
bea5467e-c4cd-4f85-83b3-6941235d7ede,q=int(input())\nw=10\nw1=10\nwhile q!=0:\n    w=w+9\n    w1=w\n    s=0\n    while w1>0:\n        s=s+w1%10\n        w1=w1//10\n    if w%10!=0 and s==10:\n        q=q-1\nprint(w),WA,2,d949e12a-1807-4b82-a4ab-c1a178a79888,10
cb3e75f7-3c2b-47de-92f0-99dadfff9d26,"n = int(input())\nw = (n+1)*2\nA  = [ ]\n\nfor i in range(w):\n   A.append([])\n   for x in range(w):\n       d = n - abs(x-n) - abs(i-n)\n       A[i].append( d if d > -1 else "" "")\n\nfor l in A:\n    print(*l,sep=' ')\n",OK,10,17c6577a-b831-485d-ba22-fb47923019b4,11
44060d0e-e9d6-4941-9968-cf0ffe531ab4,n=int(input())\nk=''\nif n==0:\n    print('#### ')\n    print('#  # ')\n    print('#  # ')\n    print('#  # ')\n    print('#### ')\nelse:\n    while n>0:\n        k=k+str(n%2)\n        n=n//2\n    k1=''\n    k=str(k)\n    u=len(k)\n    str1=''\n    str2=''\n    str3=''\n    str4=''\n    str5=''\n    for i in range(u):\n        k1+=k[u-1-i]\n    k=k1\n    for i in range(u):\n        if k1[i]=='1':\n            str1 += '   # '\n            str2 += ' # # '\n            str3 += '#  # '\n            str4 += '   # '\n            str5 += '   # '\n        else:\n            str1 += '#### '\n            str2 += '#  # '\n            str3 += '#  # '\n            str4 += '#  # '\n            str5 += '#### '\n    print(str1)\n    print(str2)\n    print(str3)\n    print(str4)\n    print(str5),OK,9,39674b7f-1b5d-40b8-aa5c-02f2ac4a2a4b,10
3e00f671-9459-4c30-9e01-e13315676adb,"data = {}\r\n\r\ndef counter(k, n):\r\n    global data\r\n    try:\r\n        return data[k,n]\r\n    except KeyError:\r\n        if n == 1:\r\n            data[k, n] = 10-k\r\n            return 10-k\r\n        s = 0\r\n        for i in range(k, 10):\r\n            s += counter(i, n-1)\r\n        data[k, n] = s\r\n        return s\r\n\r\n\r\nn = int(input())\r\nprint(counter(0, n))",OK,10,a4accdf7-f726-49d2-b19a-aeb590224402,11
edea81e1-1dee-4f86-b057-3d67c534c597,"a = [int(i) for i in input().split()]\nprint(min(a),abs(a[0] - a[1])//2,sep=' ')\n",OK,10,c2081cad-a682-43e2-8960-081ef8963a37,11
437ca096-b56b-4f20-a79d-4971d8ecb54b,"import math\nn, m, a = map(int, input().split())\nh = math.ceil(n/a)  \nv= math.ceil(m/a)    \nr = h * v  \nprint(r)",OK,9,8381a3f6-aaba-448f-b65f-50117785adf7,10
e81f2b42-899a-485b-993a-dc3fc5917465,a = int(input())\nc = ''\nd = ''\ne = ''\nf = ''\ng = ''\nif a == 0:\n    print('####')\n    print('#  #')\n    print('#  #')\n    print('#  #')\n    print('####')\nelif a == 1:\n    print('   #')\n    print(' # #')\n    print('#  #')\n    print('   #')\n    print('   #')\nelse:\n    b = ''\n    while a > 0:\n        b = str(a%2) + b\n        a = a//2\n    for i in range(len(b)):\n        if int(b[i]) == 0:\n            c = c +' ####'\n            d = d +' #  #'\n            e = e +' #  #'\n            f = f +' #  #'\n            g = g +' ####'\n        else:\n            c = c +'    #'\n            d = d +'  # #'\n            e = e +' #  #'\n            f = f +'    #'\n            g = g +'    #'\n    print(c)\n    print(d)\n    print(e)\n    print(f)\n    print(g),OK,9,39674b7f-1b5d-40b8-aa5c-02f2ac4a2a4b,10
7642678e-b429-4c8c-91b9-51e892edc7e8,"n,m,a=map(int, input().split())\nx=0\ny=0\nif n%a!=0:\n    x=n//a+1\nelse:\n    x=n//a\nif m%a!=0:\n    y=m//a+1\nelse:\n    y=m//a\nprint(x*y)\n\n",OK,9,8381a3f6-aaba-448f-b65f-50117785adf7,10
8130fb74-2df1-482c-8260-2ccf46c5ec44,"def m(): return map(int, input().split())\ndef spisok ():\n    a = input().split()\n    for i in range (len(a)):\n        a[i] = int(a[i])\n    return a\n\nn, k = m()\na = spisok()\nfor i in range (n - 1, -1, -1):\n    if a[i] == 0:\n        a.pop(i)\nfor i in range (len(a)):\n    if k == 0:\n        break\n    if a[i] < 0:\n        a[i] *= -1\n        k -= 1\n    else:\n        break\nb = min(a)\nprint (sum(a) if k % 2 == 0 else sum(a) - b * 2)",WA,3,bb650c26-e5ff-4faf-9447-76e7e6965b4d,11
8384925d-8378-4b37-aa5d-3f5f88a3cfa6,"b=int(input())\ns=input()\na=list(map(int, s.split()))\nq=0\nw=9999\nfor i in range(b):\n    q=q+a[i]\n    if a[i]%2!=0 and a[i]<w:\n        w=a[i]\nif q%2==0:\n    print(q)\nelse:\n    print(q-w)",OK,9,11d7d14b-eb4a-4dd7-94c1-67a03264c424,10
3baf3f93-9fa7-4c62-9f27-50b26e25cb0a,"n = int(input())\nif n == 2:\n    print(""""""    0\n  0 1 0\n0 1 2 1 0\n  0 1 0\n    0"""""")\nelif n == 3:\n    print(""""""      0\n    0 1 0\n  0 1 2 1 0\n0 1 2 3 2 1 0\n  0 1 2 1 0\n    0 1 0\n      0"""""")\nelif n == 4:\n    print(""""""    \n        0\n      0 1 0\n    0 1 2 1 0\n  0 1 2 3 2 1 0\n0 1 2 3 4 3 2 1 0\n  0 1 2 3 1 1 0\n    0 1 2 1 0\n      0 1 0\n        0"""""")\nelif n == 5:\n    print(""""""   \n          0\n        0 1 0\n      0 1 2 1 0\n    0 1 2 3 2 1 0\n  0 1 2 3 4 3 2 1 0\n0 1 2 3 4 5 4 3 2 1 0\n  0 1 2 3 4 3 2 1 0\n    0 1 2 3 2 1 0\n      0 1 2 1 0\n        0 1 0\n          0"""""")\nelif n == 6:\n    print(""""""   \n            0\n          0 1 0\n        0 1 2 1 0\n      0 1 2 3 2 1 0\n    0 1 2 3 4 3 2 1 0\n  0 1 2 3 4 5 4 3 2 1 0\n0 1 2 3 4 5 6 5 4 3 2 1 0\n  0 1 2 3 4 5 4 3 2 1 0\n    0 1 2 3 4 3 2 1 0\n      0 1 2 3 2 1 0\n        0 1 2 1 0\n          0 1 0\n            0"""""")\nelif n == 7:\n    print(""""""            \n              0\n            0 1 0\n          0 1 2 1 0\n        0 1 2 3 2 1 0\n      0 1 2 3 4 3 2 1 0\n    0 1 2 3 4 5 4 3 2 1 0\n  0 1 2 3 4 5 6 5 4 3 2 1 0\n0 1 2 3 4 5 6 7 6 5 4 3 2 1 0\n  0 1 2 3 4 5 6 5 4 3 2 1 0\n    0 1 2 3 4 5 4 3 2 1 0\n      0 1 2 3 4 3 2 1 0\n        0 1 2 3 2 1 0\n          0 1 2 1 0\n            0 1 0\n              0"""""")\nelif n == 8:\n    print(""""""            \n                0\n              0 1 0\n            0 1 2 1 0\n          0 1 2 3 2 1 0\n        0 1 2 3 4 3 2 1 0\n      0 1 2 3 4 5 4 3 2 1 0\n    0 1 2 3 4 5 6 5 4 3 2 1 0\n  0 1 2 3 4 5 6 7 6 5 4 3 2 1 0\n0 1 2 3 4 5 6 7 8 7 6 5 4 3 2 1 0\n  0 1 2 3 4 5 6 7 6 5 4 3 2 1 0\n    0 1 2 3 4 5 6 5 4 3 2 1 0\n      0 1 2 3 4 5 4 3 2 1 0\n        0 1 2 3 4 3 2 1 0\n          0 1 2 3 2 1 0\n            0 1 2 1 0\n              0 1 0\n                0"""""")\nelif n == 9:\n    print(""""""            \n                  0 \n                0 1 0\n              0 1 2 1 0\n            0 1 2 3 2 1 0\n          0 1 2 3 4 3 2 1 0\n        0 1 2 3 4 5 4 3 2 1 0\n      0 1 2 3 4 5 6 5 4 3 2 1 0\n    0 1 2 3 4 5 6 7 6 5 4 3 2 1 0\n  0 1 2 3 4 5 6 7 8 7 6 5 4 3 2 1 0\n0 1 2 3 4 5 6 7 8 9 8 7 6 5 4 3 2 1 0\n  0 1 2 3 4 5 6 7 8 7 6 5 4 3 2 1 0\n    0 1 2 3 4 5 6 7 6 5 4 3 2 1 0\n      0 1 2 3 4 5 6 5 4 3 2 1 0\n        0 1 2 3 4 5 4 3 2 1 0\n          0 1 2 3 4 3 2 1 0\n            0 1 2 3 2 1 0\n              0 1 2 1 0\n                0 1 0\n                  0"""""")",WA,2,17c6577a-b831-485d-ba22-fb47923019b4,11
9e44c400-7ec8-4158-a2dc-cd362c617539,"n, x = map(int, input().split())\nn = list(map(int, input().split()))\nq = 0\nfor i in range(len(n)):\n    q = q + int(n[i])\nif q%x==0:\n    print(abs(q)//x)\nelse:\n    print(abs(q)//x+1)",OK,9,02bc07a3-d63a-4896-b585-e74c06bfc7f2,10
f4485158-f44a-42ae-bb30-a7b084fcbffb,k = int(input())\nn = 0\nb=0\nx = 0\nwhile k>0:\n    while b==0:\n        x = 0\n        n+=1\n        z = n\n        while z>0:\n            x+=z%10\n            z=z//10\n        if x==10:\n            k-=1\n            break\nprint(n),TL,6,d949e12a-1807-4b82-a4ab-c1a178a79888,10
62ca32ff-6de0-4cbb-93a9-aa85bb9c0b00,"from itertools import *\r\n\r\nn = int(input())\r\n\r\nb = 0\r\ng = 0\r\nfor i in product('0123456789', repeat=n):\r\n    s = ''.join(i)\r\n    for x in range(len(s) - 1):\r\n        if int(s[x]) > int(s[x+1]):\r\n            b += 1\r\n            break\r\n    g += 1\r\nprint(g - b)\r\n",TL,2,a4accdf7-f726-49d2-b19a-aeb590224402,11
b9d8ef48-5e82-4997-b592-5b8f4543d773,"n = int(input())\nif n == 2:\n    print(""""""    0\n  0 1 0\n0 1 2 1 0\n  0 1 0\n    0"""""")\nelif n == 3:\n    print(""""""      0\n    0 1 0\n  0 1 2 1 0\n0 1 2 3 2 1 0\n  0 1 2 1 0\n    0 1 0\n      0"""""")\nelif n == 4:\n    print(""""""    \n        0\n      0 1 0\n    0 1 2 1 0\n  0 1 2 3 2 1 0\n0 1 2 3 4 3 2 1 0\n  0 1 2 3 2 1 0\n    0 1 2 1 0\n      0 1 0\n        0"""""")\nelif n == 5:\n    print(""""""   \n          0\n        0 1 0\n      0 1 2 1 0\n    0 1 2 3 2 1 0\n  0 1 2 3 4 3 2 1 0\n0 1 2 3 4 5 4 3 2 1 0\n  0 1 2 3 4 3 2 1 0\n    0 1 2 3 2 1 0\n      0 1 2 1 0\n        0 1 0\n          0"""""")\nelif n == 6:\n    print(""""""   \n            0\n          0 1 0\n        0 1 2 1 0\n      0 1 2 3 2 1 0\n    0 1 2 3 4 3 2 1 0\n  0 1 2 3 4 5 4 3 2 1 0\n0 1 2 3 4 5 6 5 4 3 2 1 0\n  0 1 2 3 4 5 4 3 2 1 0\n    0 1 2 3 4 3 2 1 0\n      0 1 2 3 2 1 0\n        0 1 2 1 0\n          0 1 0\n            0"""""")\nelif n == 7:\n    print(""""""            \n              0\n            0 1 0\n          0 1 2 1 0\n        0 1 2 3 2 1 0\n      0 1 2 3 4 3 2 1 0\n    0 1 2 3 4 5 4 3 2 1 0\n  0 1 2 3 4 5 6 5 4 3 2 1 0\n0 1 2 3 4 5 6 7 6 5 4 3 2 1 0\n  0 1 2 3 4 5 6 5 4 3 2 1 0\n    0 1 2 3 4 5 4 3 2 1 0\n      0 1 2 3 4 3 2 1 0\n        0 1 2 3 2 1 0\n          0 1 2 1 0\n            0 1 0\n              0"""""")\nelif n == 8:\n    print(""""""            \n                0\n              0 1 0\n            0 1 2 1 0\n          0 1 2 3 2 1 0\n        0 1 2 3 4 3 2 1 0\n      0 1 2 3 4 5 4 3 2 1 0\n    0 1 2 3 4 5 6 5 4 3 2 1 0\n  0 1 2 3 4 5 6 7 6 5 4 3 2 1 0\n0 1 2 3 4 5 6 7 8 7 6 5 4 3 2 1 0\n  0 1 2 3 4 5 6 7 6 5 4 3 2 1 0\n    0 1 2 3 4 5 6 5 4 3 2 1 0\n      0 1 2 3 4 5 4 3 2 1 0\n        0 1 2 3 4 3 2 1 0\n          0 1 2 3 2 1 0\n            0 1 2 1 0\n              0 1 0\n                0"""""")\nelif n == 9:\n    print(""""""            \n                  0 \n                0 1 0\n              0 1 2 1 0\n            0 1 2 3 2 1 0\n          0 1 2 3 4 3 2 1 0\n        0 1 2 3 4 5 4 3 2 1 0\n      0 1 2 3 4 5 6 5 4 3 2 1 0\n    0 1 2 3 4 5 6 7 6 5 4 3 2 1 0\n  0 1 2 3 4 5 6 7 8 7 6 5 4 3 2 1 0\n0 1 2 3 4 5 6 7 8 9 8 7 6 5 4 3 2 1 0\n  0 1 2 3 4 5 6 7 8 7 6 5 4 3 2 1 0\n    0 1 2 3 4 5 6 7 6 5 4 3 2 1 0\n      0 1 2 3 4 5 6 5 4 3 2 1 0\n        0 1 2 3 4 5 4 3 2 1 0\n          0 1 2 3 4 3 2 1 0\n            0 1 2 3 2 1 0\n              0 1 2 1 0\n                0 1 0\n                  0"""""")",OK,10,17c6577a-b831-485d-ba22-fb47923019b4,11
ca576c42-d3c8-4d25-8e45-31f8c1e2c60d,N=int(input())\nif N==1:\n    print(0)\nelse:\n    print(N-1),WA,2,6824fb27-2339-421d-85db-60758b59cddc,10
951c6675-7a24-40fa-a0cf-0c8f915ac825,q=int(input())\nw=10\nw1=10\nwhile q!=0:\n    w=w+9\n    w1=w\n    s=0\n    while w1>0:\n        s=s+w1%10\n        w1=w1//10\n    if s==10:\n        q=q-1\nprint(w),OK,9,d949e12a-1807-4b82-a4ab-c1a178a79888,10
e320d9d2-b8c4-4c8e-9b99-dac3edeecf47,"\r\nn = int(input())\r\na = sorted(map(int, input().split()))\r\nb = sorted(map(int, input().split()))\r\ns = 0\r\nfor i in range(n-1, -1,-1):\r\n    s += abs(a[i]-b[i])\r\nprint(s)",OK,10,a40047cc-77a1-4a37-9e28-a61947b07df8,11
f4f8a7fe-c79f-41ed-9f66-a67e00c00418,n= int(input())\nst=input()\na=set()\nfor i in range(len(st)-1):\n    a.add(st[i:i+2])\nprint(len(a))\n\n,OK,10,027966cc-bba6-4e6a-83bf-ea3f730fb59d,11
2ab610ed-1e18-4c85-9eb4-f864e5646411,"m,n,a=map(int,input().split())\r\nk=0\r\nz=0\r\nif max(m,n)%a==0:\r\n    k=max(m,n)//a\r\nelse:\r\n     k=max(m,n)//a+1\r\nif min(m,n)%a==0:\r\n    z=min(m,n)//a\r\nelse:\r\n     z=min(m,n)//a+1\r\nprint(k*z)\r\n",OK,9,8381a3f6-aaba-448f-b65f-50117785adf7,10
8caed478-d497-453a-84f9-d6274e7683f3,"import math\na,b=map(int,input().split())\nif a>b:\n    min=b\n    max=a\nelse:\n    min=a\n    max=b\nk=math.floor((max-min)/2)\nprint(min,k)",OK,10,c2081cad-a682-43e2-8960-081ef8963a37,11
9350c7b6-b025-4a82-93df-5555620c8cdf,a = int(input())\nnumber = 18\nsumm = 0\ncount = 0\nwhile count != a:\n    number += 1\n    summ = 0\n    for i in range(len(str(number))):\n        summ += int(str(number)[i])\n    if summ == 10:\n        count += 1\nprint(number),TL,6,d949e12a-1807-4b82-a4ab-c1a178a79888,10
3f12f81d-7213-483f-8853-498ef0b10d97,"n,x=list(map(int, input().split()))\nlist = list(map(int, input().split()))\nsum=0\nfor i in range(n):\n    sum+=list[i]\nif abs(0-sum)%x==0:\n    print(abs(0-sum)//x)\nelse:\n    print(abs(0-sum)//x+1)",OK,9,02bc07a3-d63a-4896-b585-e74c06bfc7f2,10
80584c89-099c-4952-aefc-3a1d939d8773,"n = int(input())\n\ndef f(k):\n    l=1\n    for i in range(n+9, n, -1):\n        l*=i\n    return l\nt=2*3*4*5*6*7*8*9\n\nprint(int(f(n)/t))",OK,10,a4accdf7-f726-49d2-b19a-aeb590224402,11
be5ceb92-a2b7-4b5b-a6d1-9df1fee5e891,N=int(input())\nif N==1:\n    print(0)\nelif N%10==0:\n    print(N//10*2)\nelse:\n    print(N-1)\n    ,WA,2,6824fb27-2339-421d-85db-60758b59cddc,10
84918f34-b5f5-430d-ad20-7a4b6b3b2189,"a,b=[int(i) for i in input().split()]\nA=[int(i) for i in input().split()]\nif sum(A)==0:\n    print(0)\nif abs(sum(A))<=b:\n    print(1)\nelse:\n    nado=(-1*(sum(A)))\n    print(nado//b+1) if nado%b!=0 else print(nado//b)",WA,2,02bc07a3-d63a-4896-b585-e74c06bfc7f2,10
76cc79fe-2a76-4f4a-9ca4-718a757ce508,"import math\nn, x = map(int, input().split())\ns = list(map(int, input().split()))\no = 0\np = 0\nfor i in range(len(s)):\n    if s[i] > 0:\n        p += s[i]\n    else:\n        o += s[i]\nprint(abs((abs(p) - abs(o)) // x))",WA,4,02bc07a3-d63a-4896-b585-e74c06bfc7f2,10
b959deb4-bf6d-4210-889e-42ffd536a892,"import math\nfrom math import sqrt\n\n\ndef f(x, y):\n    return x * (y + 1) + y * (x + 1)\n\n\nn = int(input())\nm = math.inf\nfor i in range(1, int(sqrt(n)) + 1):\n    x = i\n    y = n // i\n    if n % i != 0:\n        t = f(x, y) + f(1, n % i)\n        m = min(m, t)\n    else:\n        m = min(m, f(x, y))\nprint(m)\n",WA,2,7aef5f21-3d8a-4711-9507-28bcb1b28522,11
7c3ad010-7647-49e0-b835-1b7521f40410,a = input()\ns = 'qwertyuiopasdfghjklzxcvbnm '\nfor i in range(len(s)):\n    if s[i] == a:\n        x = s[i+1]\n        if i+1 < 26:\n            print(x)\n        else:\n            print('q'),OK,9,5eebb219-dec9-41ce-83c6-efc4a4670acc,10
18837e3f-a9a5-4578-a9b2-a304aeef1f4b,"w=0\nn,k=map(int,input().split())\ns=240-k\nfor i in range(1,n+1):\n    if s-i*5>=0:\n        s=s-i*5\n        w+=1\n    else:\n        break\nprint(w)\n",OK,9,aeb122ea-bb7f-44ee-93c8-65ead3d4f5f3,10
1456b717-8b4f-4551-840e-031e6532f340,a = input()\nif a == 'q':\n    print('w')\nif a == 'w':\n    print('e')\nif a == 'e':\n    print('r')\nif a == 'r':\n    print('t')\nif a == 't':\n    print('y')\nif a == 'y':\n    print('u')\nif a == 'u':\n    print('i')\nif a == 'i':\n    print('o')\nif a == 'o':\n    print('p')\nif a == 'p':\n    print('a')\nif a == 'a':\n    print('s')\nif a == 's':\n    print('d')\nif a == 'd':\n    print('f')\nif a == 'f':\n    print('g')\nif a == 'g':\n    print('h')\nif a == 'h':\n    print('j')\nif a == 'j':\n    print('k')\nif a == 'k':\n    print('l')\nif a == 'l':\n    print('z')\nif a == 'z':\n    print('x')\nif a == 'x':\n    print('c')\nif a == 'c':\n    print('v')\nif a == 'v':\n    print('b')\nif a == 'b':\n    print('n')\nif a == 'n':\n    print('m')\nif a == 'm':\n    print('q'),OK,9,5eebb219-dec9-41ce-83c6-efc4a4670acc,10
1f4461b6-4028-47a1-b22b-3f9964446d78,"import math\nn, x = map(int, input().split())\ns = list(map(int, input().split()))\no = 0\np = 0\nfor i in range(len(s)):\n    if s[i] > 0:\n        p += s[i]\n    else:\n        o += s[i]\nprint(math.ceil(abs((abs(p) - abs(o)) / x)))",OK,9,02bc07a3-d63a-4896-b585-e74c06bfc7f2,10
b2e66f69-7229-497a-b444-8a1a91ecff8d,N=int(input())\nif N==1:\n    print(0)\nelif N%10==0:\n    print(N//10*2)\nelif N%2==0:\n    print(N//2)\nelif N%5==0:\n    print(N//5)\nelse:\n    print(N-1)\n    ,WA,4,6824fb27-2339-421d-85db-60758b59cddc,10
99f1f8c0-0ccf-462a-a591-88a3c76a6ff9,a = input()\nif a == 'q':\n    print('w')\nif a == 'w':\n    print('e')\nif a == 'e':\n    print('r')\nif a == 'r':\n    print('t')\nif a == 't':\n    print('y')\nif a == 'y':\n    print('u')\nif a == 'u':\n    print('i')\nif a == 'i':\n    print('o')\nif a == 'o':\n    print('p')\nif a == 'p':\n    print('a')\nif a == 'a':\n    print('s')\nif a == 's':\n    print('d')\nif a == 'd':\n    print('f')\nif a == 'f':\n    print('g')\nif a == 'g':\n    print('h')\nif a == 'h':\n    print('j')\nif a == 'j':\n    print('k')\nif a == 'k':\n    print('l')\nif a == 'l':\n    print('z')\nif a == 'z':\n    print('x')\nif a == 'x':\n    print('c')\nif a == 'c':\n    print('v')\nif a == 'v':\n    print('b')\nif a == 'b':\n    print('n')\nif a == 'n':\n    print('m')\nif a == 'm':\n    print('q')\n    ,OK,9,5eebb219-dec9-41ce-83c6-efc4a4670acc,10
2697c52d-9833-4d4f-905e-9fe9e9dfd1ca,a= int(input())\nk=0\nwhile a !=1 :\n    if a % 5 ==0:\n        a=a//5\n        k+=1\n    if a%2==0:\n        a=a//2\n        k+1\n    if a !=1:\n        a=a-1\n        k+=1\nprint(k+1)\n,WA,3,6824fb27-2339-421d-85db-60758b59cddc,10
970eaa17-8e1b-4811-bb95-558e97052697,n = int(input())\ndata0 = [1] * 10\nfor i in range(n-1):\n    datan = [0] * 10\n    for q in range(10):\n        s = 0\n        for i in range(q+1):\n            s += data0[i]\n        datan[q] = s\n    \n    data0 = datan\n    \nprint(sum(data0)),OK,10,a4accdf7-f726-49d2-b19a-aeb590224402,11
97a52dc4-1949-4757-b7f6-bd75b65a3017,"n=int(input())+1\nm=['0']*(n+1)\nfor i in range(1,n+1):\n    m[i]=m[i-1]+' '+str(i)\nm1=[]\nfor i in range(n):\n    s=' '*(n-i-1)+' '+m[i]+m[i][-2::-1]+' '+' '*(n-i-1)\n    if i!=n-1:\n        m1.append(s[:-1])\n    print(s[:-1])\nfor i in range(-1,-len(m1)-1,-1):\n    print(m1[i])\n",OK,10,17c6577a-b831-485d-ba22-fb47923019b4,11
a86bb2a8-f6b1-43d7-95f3-f43ed023ec97,"n, k=map(int, input().split())\na=list(map(int, input().split()))\nfor i in range(n):\n    if not k or a[i]>=0:\n        break\n    k-=1\n    a[i]*=-1\nif k%2:\n    a[i]*=-1\ns=sum(a)\nprint(s)",WA,3,bb650c26-e5ff-4faf-9447-76e7e6965b4d,11
bcc8fc89-4a32-4fbb-9788-a54941e66e15,"a=['q','w','e','r','t','y','u','i','o','p','a','s','d','f','g','h','j','k','l','z','x','c','v','b','n','m']\nb=input()\nc=a.index(b)\nprint(a[c+1])\n",RE,5,5eebb219-dec9-41ce-83c6-efc4a4670acc,10
408b590f-6f95-4991-a571-1a4117ad5fdf,k = int(input())\nc = k // 10000 + k // 1000 % 10 + k // 100 % 10 + k // 10 % 10 + k % 10\nprint(10 * k + (10 - c)),WA,3,d949e12a-1807-4b82-a4ab-c1a178a79888,10
8ac8f2f6-4688-42b0-bbab-d8dd7cf2faae,n=int(input())\nd=1\nc=0\nwhile n>d:\n    c+=1\n    d=d*5\nd=d//5\nc=c-1\nprint(c+n-d),WA,2,6824fb27-2339-421d-85db-60758b59cddc,10
38439fcc-098e-40aa-98db-accf97ac4940,"import math\nn, m, a = input().split()\nn = int(n)\nm = int(m)\na = int(a)\nprint(math.ceil(n/a)*math.ceil(m/a))",OK,9,8381a3f6-aaba-448f-b65f-50117785adf7,10
56461adb-d07e-4b9c-90ef-b97fbfaa84db,"a=['q','w','e','r','t','y','u','i','o','p','a','s','d','f','g','h','j','k','l','z','x','c','v','b','n','m']\nb=input()\nc=a.index(b)\nif b != 'm':\n    print(a[c+1])\nelse:\n    print('q')",OK,9,5eebb219-dec9-41ce-83c6-efc4a4670acc,10
c67296ae-42ec-42f7-bec6-83422743491f,def a (N):\n    count = 0\n    while N > 0:\n        if N >= 5:\n            count += N // 5\n            N = N % 5\n        elif N >= 2:\n            count += N // 2\n            N = N % 2\n        else:\n            count += N\n            N = 0\n    return count\nN = int(input())\nprint(a(N)),WA,4,6824fb27-2339-421d-85db-60758b59cddc,10
ddd66e5d-141b-4a06-a115-6ad952d45cf2,a = [int(i) for i in input().split()]\nprint(a[0] * (a[1] // 2)),OK,10,42d47feb-cba9-4d18-8ccc-2c20605db82d,11
7f6d7c6d-640c-43b5-b443-c0b35b934353,"n, r = map(int, input().split())\nm = list(map(int, input().split()))\n \ni, j, c1 = 0, 1, 0\n \nwhile j < len(m) and i < len(m) - 1:\n    if m[j] - m[i] <= r:\n        j += 1\n    else:\n        c1 += n - j\n        i += 1\nprint(c1)\n",OK,10,e16baab9-5d32-479d-877e-04518a247380,11
f547f5eb-6d5a-4344-893d-d168134855ea,n = int(input())\na = 1\nq = 0\nb = n\nwhile a != n:\n    if n % 5 == 0:\n        n = n // 5\n        q += 1\n    elif n%2 == 0:\n        n = n//2\n        q+=1\n    else:\n        n = n - 1\n        q += 1\nif b != 6:\n    print(q)\nelse:\n    print(2),WA,4,6824fb27-2339-421d-85db-60758b59cddc,10
f4d95e79-460a-4b09-b2b9-1318596ebf4d,k=int(input())\ns=10\nfor i in range(k):\n    s+=9\n    if s%10==0:\n        s+=9\nprint(s)\n,WA,3,d949e12a-1807-4b82-a4ab-c1a178a79888,10
08432a5d-db98-4a2b-b6a7-18e412fa1b92,n=int(input())\nd=1\nc=0\nwhile n>d:\n    c+=1\n    d=d*5\nd=d//5\nc=c-1\nif d*2==n:\n    if d**4==n:\n        print(c+2)\n    else:\n        print(c+1)\nelse:\n    print(c+n-d),WA,2,6824fb27-2339-421d-85db-60758b59cddc,10
