"task","code","generated"
"f7c30e56-6dd9-43a9-86d3-456364c5c78a","a,b=map(int,input().split())
def kd(x):
    sp=[]
    for t in range(1,int(x**0.5)+1):
        if x%t==0:
            sp.append(t)
            if x//t!=t:
                sp.append(x//t)
    sp.sort()
    return(sp)
md=0
for i in range(a, b+1):
    spd=kd(i)
    if len(spd)>=md:
        md=len(spd)
        d=i
print(md, d)","0.097"
"0f1f3e41-5da5-4608-b937-2475432abe15","a,b=map(int,input().split())
for m in range(0,101,2):
    for n in range(1,101,2):
        if (2**m)*(3**n)>=a and (2**m)*(3**n)<=b:
                print((2**m)*(3**n))","0.142"
"0f1f3e41-5da5-4608-b937-2475432abe15","a, b =map(int, input().split())
for m in range(0,101, 2):
     for n in range(1,101,2):
        if 2**m*3**n>=a and 2**m*3**n<=b :
            print(2**m*3**n)
","0.129"
"0f1f3e41-5da5-4608-b937-2475432abe15","a,b=map(int,input().split())
for o in range(0,100,2):
    for h in range(1,100,2):
        if 2**o*3**h>=a and  2**o*3**h <=b :
    
            print(2**o*3**h)
            

","0.145"
"6671bab8-0e57-4f15-bc39-c933a2495f50","n = int(input())
mas = list(map(int, input().split()))
mas2 = []
for a in range(1, n, 2):
    mas2.append(mas[a])
    mas2.append(mas[a-1])
print(*mas2)","0.101"
"efe1a482-a2db-4971-a769-8b60a0beaf64","a = input()
a = [int(i) for i in input().split()]
k = 0
for i in range(1, len(a)-1):
    if a[i-1] < a[i] > a[i+1]:
        k += 1
print(k)
","0.122"
"6671bab8-0e57-4f15-bc39-c933a2495f50","n = int(input())
mas = list(map(int, input().split()))
mas2 = []
for a in range(1, n, 2):
    mas2.append(mas[a])
    mas2.append(mas[a-1])
if n % 2 != 0:
    mas2.append(mas[-1])
print(*mas2)","0.113"
"1b689872-4b61-4615-a14e-24e7a0bcb1ba","n = int(input())
mas = set(list(map(int, input().split())))
print(len(mas))
","0.144"
"efe1a482-a2db-4971-a769-8b60a0beaf64","n = int(input())
nums = list(map(int, input().split()))

count = 0
for index in range(n - 1):
    val = nums[index]
    if val > nums[index - 1] and val > nums[index + 1]:
        count += 1

print(count)
","0.085"
"efe1a482-a2db-4971-a769-8b60a0beaf64","n=int(input())
a=[int(s) for s in input().split()]
k=0
for i in range(1,len(a)-1):
    if a[i-1]<a[i]>a[i+1]:
        k+=1
print(k)
","0.147"
"521b1be0-3bd5-45f4-94f5-dad4b82ad375","n = int(input())
mas = list(map(int, input().split()))
print(max(mas))
","0.135"
"7488edcd-5001-458e-955c-d220494cffde","n = int(input())
mas = list(map(int, input().split()))
print(min(mas))","0.106"
"6671bab8-0e57-4f15-bc39-c933a2495f50","c = int(input())
c = 0
a = [int(i) for i in input().split()]
for i in range(1, len(a), 2):
        a[i], a[i-1] = a[i-1], a[i]
print(*a)
","0.073"
"efe1a482-a2db-4971-a769-8b60a0beaf64","n = int(input())
k=0
a = [int(i) for i in input().split()]
for i in range(1,len(a)-1):
    if a[i]>a[i-1] and a[i]>a[i+1]:
        k+=1
print(k)
","0.11"
"1b689872-4b61-4615-a14e-24e7a0bcb1ba","a = input()
a = [int(i) for i in input().split()]
b = list()
for i in a:
    if i not in b:
        b.append(i)
print(len(b))
","0.056"
"521b1be0-3bd5-45f4-94f5-dad4b82ad375","n = input()
print(max([int(i) for i in input().split()]))","0.111"
"efe1a482-a2db-4971-a769-8b60a0beaf64","n=int(input())
a=[int(s) for s in input().split()]
c=0
for i in range(1,len(a)-1):
    if a[i-1]<a[i] and a[i]>a[i+1]:
        c+=1
print(c)","0.117"
"6671bab8-0e57-4f15-bc39-c933a2495f50","b=int(input())
a = [int(s) for s in input().split()]
if len(a)%2==0:
    n=len(a)
else:
    n=len(a)-1
for i in range(0,n-1,2):
    a[i],a[i+1]=a[i+1],a[i]
for i in range(len(a)):
    print(a[i],end=' ')","0.089"
"6671bab8-0e57-4f15-bc39-c933a2495f50","n=int, input()
a = [int(s) for s in input().split()]
if len(a)%2==0:
    n=len(a)
else:
    n=len(a)-1
for i in range (0, n-1, 2):
    a[i], a[i+1] = a[i+1], a[i]
for i in range (len(a)):
    print(a[i], end = ' ')
","0.072"
"6671bab8-0e57-4f15-bc39-c933a2495f50","n = int(input())
a = [int(i) for i in input().split()]
for i in range(1,len(a),2):
    a[i], a[i-1] = a[i-1], a[i]
print(*a)
","0.136"
"7488edcd-5001-458e-955c-d220494cffde","n = input()
print(min([int(i) for i in input().split()]))
","0.146"
"efe1a482-a2db-4971-a769-8b60a0beaf64","n=int(input())
a=[int(s) for s in input().split()]
f=0
for i in range(1,len(a)-1):
    if a[i-1]<a[i]>a[i+1]:
        f+=1
print(f)
","0.147"
"1b689872-4b61-4615-a14e-24e7a0bcb1ba","b =int(input())
a = [int(s) for s in input().split()]
k=0
for i in range(1,len(a)):
    if a[i]>a[i-1]:
        k+=1
print(k+1)","0.121"
"efe1a482-a2db-4971-a769-8b60a0beaf64","n=int(input())
a=[int(s) for s in input().split()]
k=0
for i in range(1, len(a) -1):
    if a[i-1]<a[i]>a[i +1]: 
        k+=1
print(k)","0.081"
"1b689872-4b61-4615-a14e-24e7a0bcb1ba","n = int(input())
nums = set(map(int, input().split()))

print(len(nums))
","0.118"
"efe1a482-a2db-4971-a769-8b60a0beaf64","n=int, input()
a=list(map(int, input().split()))
s=0
for i in range (1,len(a)-1):
    if a[i-1]<a[i]>a[i+1]:
        s+=1
print(s)
","0.058"
"6671bab8-0e57-4f15-bc39-c933a2495f50","n=int(input())
a=list(map(int,input().split()))
if len(a)%2!=0:
    for i in range(1,len(a),2):
        a[i],a[i-1]=a[i-1],a[i]
else:
    for i in range(1,len(a)+1,2):
        a[i],a[i-1]=a[i-1],a[i]
print(' '.join(str(i) for i in a))","0.08"
"521b1be0-3bd5-45f4-94f5-dad4b82ad375","b=int(input())
a=[int(s) for s in input().split()]
print(max(a))","0.144"
"1b689872-4b61-4615-a14e-24e7a0bcb1ba","n = int(input())
a = [int(i) for i in input().split()]
b=[]
for i in range(len(a)):
    if a[i] in b:
        pass
    else:
        b.append(a[i])
print(len(b))
","0.089"
"7488edcd-5001-458e-955c-d220494cffde","b=int(input())
a=[int(s) for s in input().split()]
print(min(a))","0.113"
"521b1be0-3bd5-45f4-94f5-dad4b82ad375","n = int(input())
nums = list(map(int, input().split()))

print(max(nums))
","0.117"
"521b1be0-3bd5-45f4-94f5-dad4b82ad375","n=int, input()
a = list(map(int, input().split()))
b = max(a)
print(b)
","0.122"
"7488edcd-5001-458e-955c-d220494cffde","n = int(input())
nums = list(map(int, input().split()))

print(min(nums))
","0.139"
"521b1be0-3bd5-45f4-94f5-dad4b82ad375","n = int(input())
a = [(int(i)) for i in input().split()]
print(max(a))
","0.073"
"7488edcd-5001-458e-955c-d220494cffde","n=int, input()
a = list(map(int, input().split()))
b = min(a)
print(b)
","0.112"
"7488edcd-5001-458e-955c-d220494cffde","n = int(input())
a = [(int(i)) for i in input().split()]
print(min(a))
","0.06"
"6671bab8-0e57-4f15-bc39-c933a2495f50","f=int(input())
a=[int(s) for s in input().split()]
if len(a)%2==0:
    n=len(a)
else:
    n=len(a)-1
for i in range(0,len(a)-1,2):
    a[i],a[i+1]=a[i+1],a[i]
for i in range(len(a)):
    print(a[i],end=' ')","0.132"
"1b689872-4b61-4615-a14e-24e7a0bcb1ba","b=int(input())
a=[int(s) for s in input().split()]
d=0
for i in range(1,len(a)):
    if a[i]>a[i-1]:
        d+=1
print(d+1)","0.1"
"6671bab8-0e57-4f15-bc39-c933a2495f50","n = int(input())
nums = list(map(int, input().split()))

result = list()
if len(nums) % 2 == 0:
    for index in range(0, n - 1, 2):
        result.append(nums[index + 1])
        result.append(nums[index])
else:
    for index in range(0, n - 1, 2):
        result.append(nums[index + 1])
        result.append(nums[index])

    result.append(nums[-1])

print(*result)
","0.067"
"521b1be0-3bd5-45f4-94f5-dad4b82ad375","f=int(input())
a=[int(s) for s in input().split()]
print(max(a))","0.121"
"7488edcd-5001-458e-955c-d220494cffde","f=int(input())
a=[int(s) for s in input().split()]
print(min(a))","0.136"
"7488edcd-5001-458e-955c-d220494cffde","n = int(input())
mas = list(map(int, input().split()))
print(min(mas))
","0.144"
"1b689872-4b61-4615-a14e-24e7a0bcb1ba","n=int(input())
a=list(map(int,input().split()))
c=0
for i in range(1,len(a)):
    if a[i]>a[i-1]:
        c+=1
print(c+1)","0.089"
"521b1be0-3bd5-45f4-94f5-dad4b82ad375","n = int(input())
mas = list(map(int, input().split()))
print(max(mas))
","0.066"
"521b1be0-3bd5-45f4-94f5-dad4b82ad375","n=int(input())
a=list(map(int,input().split()))
print(max(a))","0.131"
"7488edcd-5001-458e-955c-d220494cffde","n=int(input())
a=list(map(int,input().split()))
print(min(a))","0.134"
"6671bab8-0e57-4f15-bc39-c933a2495f50","f=int(input())
a=[int(s) for s in input().split()]
if len(a)%2==0:
    n=len(a)
else:
    n=len(a)-1
for i in range(0, len(a)- 1,2):
    a[i],a[i+1]=a[i+1] ,a[i]
for i in range(len(a)):
    print(a[i],end=' ')","0.123"
"1b689872-4b61-4615-a14e-24e7a0bcb1ba","n=int, input()
a = input().split()
b=1
for i in range (1, len(a)):
    if a[i]!=a[i-1]:
        b+=1
print(b)        
    
        
","0.061"
"1b689872-4b61-4615-a14e-24e7a0bcb1ba","c=int(input())
a=[ int(s) for s in input().split()]
count=0
for i in range(1,len(a)):
    if a[i] > a[i -1]:
        count +=1
print(count +1)","0.134"
"521b1be0-3bd5-45f4-94f5-dad4b82ad375","a=int(input())
b=[int(s) for s in input().split()]
print(max(b))","0.099"
"7488edcd-5001-458e-955c-d220494cffde","a=int(input())
b=[int(s) for s in input().split()]
print(min(b))","0.149"
"521b1be0-3bd5-45f4-94f5-dad4b82ad375","n=int(input())
a=list(map(int,input().split()))
print(max(a))","0.064"
"7488edcd-5001-458e-955c-d220494cffde","n=int,input()
a=list(map(int,input().split()))
print(min(a))
","0.061"
"7488edcd-5001-458e-955c-d220494cffde","n=int(input())
a=list(map(int,input().split()))
print(min(a))","0.064"
"521b1be0-3bd5-45f4-94f5-dad4b82ad375","n=int,input()
a=list(map(int,input().split()))
print(max(a))","0.065"
"521b1be0-3bd5-45f4-94f5-dad4b82ad375","s=int,input()
a=list(map(int,input().split()))
k=max(a)
print(k)
","0.086"
"7488edcd-5001-458e-955c-d220494cffde","s=int,input()
a=list(map(int,input().split()))
k=min(a)
print(k)
","0.145"
"c6175ed3-a33c-4dbf-8f71-6ef2f9e31411","n = int(input())
A, B, C = map(int, input().split())
D, E, F = map(int, input().split())
R = (n+1) * (A*D + B*E + C*F)
print(R)","0.094"
"6671bab8-0e57-4f15-bc39-c933a2495f50","s=int,input()
a=[int(s) for s in input().split()]
if len(a)%2==0:
    n=len(a)
else:
    n=len(a)-1
for i in range(0,n-1,2):
    a[i],a[i+1]=a[i+1],a[i]
for i in range(len(a)):
    print(a[i],end=' ')
","0.096"
"1b689872-4b61-4615-a14e-24e7a0bcb1ba","n = int(input())
mas = list(map(int, input().split()))
mn = set(mas)
print(len(mn))","0.084"
"4e5b21c0-e86f-4eac-82b6-1a0d00ae4199","nums = list(map(int, input().split()))
print(nums.count(max(nums)))","0.106"
"875ec0a5-0a8e-468b-b0f0-1b32c0337354","n = int(input())
nums = list(map(int, input().split()))

count = 0
for val in nums:
    if val >= 0:
        count += 1

print(count)","0.076"
"6671bab8-0e57-4f15-bc39-c933a2495f50","n = int(input())
mas = list(map(int, input().split()))
mas1 = []
if n % 2 == 0:
    for i in range(0, n-1, 2):
        mas[i], mas[i+1] = mas[i+1], mas[i]
else:
    for i in range(0, n-2, 2):
        mas[i], mas[i + 1] = mas[i + 1], mas[i]
print(*mas)
","0.106"
"35d772a5-7770-4a91-9118-ad11e4ae7feb","n = int(input())
nums = list(map(int, input().split()))

count = 0
for index in range(n - 1):
    if nums[index] < nums[index + 1]:
        count += 1

print(count)","0.142"
"efe1a482-a2db-4971-a769-8b60a0beaf64","n = int(input())
mas = list(map(int, input().split()))
k = 0
for i in range(0, n-1):
    if mas[i] > mas[i-1] and mas[i] > mas[i+1]:
        k += 1
print(k)
","0.082"
"33eb8e68-cf75-4892-b87b-97ceeee27d04","a, b = map(int, input().split())

if a == b:
    print(a - b)
elif (a > 0 and b < 0) or (a < 0 and b > 0):
    print(a * b)
else:
    print(a + b)","0.134"
"a62a737e-0fbc-451b-9f67-2d7804740ccf","a=int(input())
b=int(input())
c=int(input())
print((c-a)//b)
","0.075"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","a,b,c=map(int,input().split())
if a+b+c < 2*a+2*b and 2*b+2*c:
    print(a+b+c)
else:
    if 2*a+2*b<2*b+2*c:
        print(2*a+2*b)
    else:
        print(2*b+2*c)
","0.147"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","d1,d2,d3=map(int,input().split())
if d1+d2+d3 < 2*d1+2*d2 and 2*d2+2*d3:
    print(d1+d2+d3)
else:
    if 2*d1+2*d2<2*d2+2*d3:
        print(2*d1+2*d2)
    else:
        print(2*d2+2*d3)
","0.087"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","d1,d2,d3=map(int,input().split())
if d1+d2+d3 < 2*d1+2*d2 and 2*d2+2*d3:
    print(d1+d2+d3)
else:
    if 2*d1+2*d2<2*d2+2*d3:
        print(2*d1+2*d2)
    else:
        print(2*d2+2*d3)","0.142"
"a62a737e-0fbc-451b-9f67-2d7804740ccf","A=int(input())
B=int(input())
C=int(input())
o=C-A
print(o//B)
","0.119"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","d1,d2,d3=map(int,input().split())
if d1+d2+d3 < 2*d1+2*d2 and 2*d2+2*d3:
    print(d1+d2+d3)
else:
    if 2*d1+2*d2<2*d2+2*d3:
        print(2*d1+2*d2)
    else:
        print(2*d2+2*d3)","0.135"
"a62a737e-0fbc-451b-9f67-2d7804740ccf","a = int(input())
b= int (input())
c= int(input())
d=(c-a)//10
print (d)
","0.149"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","d1,d2,d3=map(int,input().split())
if d1+d2+d3 < 2*d1+2*d2 and d1+d2+d3 < 2*d2+2*d3:
    print(d1+d2+d3)
else:
    if 2*d1+2*d2<2*d2+2*d3:
        print(2*d1+2*d2)
    else:
        print(2*d2+2*d3)
","0.082"
"a62a737e-0fbc-451b-9f67-2d7804740ccf","a=int(input())
b=int(input())
c=int(input())
x=(c-a)//b
print(x)
","0.08"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","d1,d2,d3=map(int,input().split())
if d1+d2+d3<d1*2+d2*2:
    print(d1+d2+d3)
else:
    print(d1*2+d2*2)
","0.105"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","d1,d2,d3=map(int,input().split())
a=d1+d2+d3
b=2*d1+2*d2
c=2*d2+2*d3
print(min(a,b,c))
","0.054"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","d1,d2,d3=map(int,input().split())
a=d1+d2+d3
b=2*d1+2*d2
c=2*d2+2*d3
d=2*d1+2*d3
print(min(a,b,c,d))","0.148"
"408e0ac8-b3c0-4123-bcb2-e396802f5399","n=int(input())
k=0

for a in range(1,n//4+1):
    b=n//2-a
    if a+b==n//2 and a!=b:
        k=k+1
print(k)","0.082"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","k,t,o= map(int,input(). split())

a= k+t+o
b= (k+o)*2
c= (t+o)*2
d= (k+t)*2
print( min(a, b, c, d))
","0.116"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","k, t, o= map(int,input(). split())
a= k+t+o
b= (k+o)*2
c= (t+o)*2
d= (k+t)*2
print( min(a, b, c, d))
","0.124"
"408e0ac8-b3c0-4123-bcb2-e396802f5399","n= int(input())
k=0
a=0
if n%2>0:
    print(0)
for a in range(1, n//4+1):
    b=n//2-a
    if a+b==n//2 and a!=b:
        k=k+1
print(k)
    
","0.114"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","d1,d2,d3=map(int,input().split())
p=d2+d3+d1
i=d2+d3+d3+d2
k=d1+d3+d3+d1
u=(d1+d2)*2
print(min(p,i,k,u))
","0.118"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","d1,d2,d3=map(int,input().split())
a=d1+d2+d3
b=d1*2+d2*2
c=(d1+d3)*2
e=(d2+d3)*2
print(min(a,b,c,e))
","0.122"
"408e0ac8-b3c0-4123-bcb2-e396802f5399","n=int(input())
k=0

for a in range(1,n//4+1):
    b=n//2-a
    if a+b==n//2 and a!=b:
        k=k+1
    if k>999:
        break
print(k)
","0.114"
"d5e4d47f-6494-4c3f-b408-6562c81ae4e7","from math import *
p,k,t,r=map(int,input().split())
if p<k:
    f=t
else:
    e=ceil((p-k)/k)
    f=t+(t+r)*e
print(f)
","0.135"
"408e0ac8-b3c0-4123-bcb2-e396802f5399","n=int(input())
k=0
for a in range(1,n//4+1):
    b=n//2-a
    if a+b==n//2 and a!=b:
        k=k+1
print(k)
","0.062"
"94ac4455-5ad7-46a1-835a-ac155d995664","n=int(input())
i=0
for g in range (n):
    a,b,c=map(int,input().split())
    if a+b+c>=2:
        i=i+1
print(i)
","0.119"
"a62a737e-0fbc-451b-9f67-2d7804740ccf","a=int(input())
b=int(input())
c=int(input())
k=0
l=c-a
k=l//b
print(k)

","0.076"
"a62a737e-0fbc-451b-9f67-2d7804740ccf","a=int(input())
b=int(input())
c=int(input())
k=0
i=c-a
k=i//b
print(k)
","0.121"
"01c8944f-0a22-4bc7-8338-acd655974e1a","mi=100000
n,m=map(int,input().split())
for g in range(n):
    a,b=map(int,input().split())
    c=a/b
    if c<mi:
        mi=c
e=(mi*m)
print(""{:7.6f}"".format(e))
","0.113"
"d5e4d47f-6494-4c3f-b408-6562c81ae4e7","p, k, t, r=map(int, input(). split())
if p%k==0:
    s= p//k
else:
    s=p//k+1
e= s*t+(s-1)*r
print(e)
","0.072"
"d5e4d47f-6494-4c3f-b408-6562c81ae4e7","p,k,t,r=map(int,input().split())
a=p//k
if p%k!=0:
    a=a+1
b=t*a+r*(a-1)
print(b)
","0.059"
"94ac4455-5ad7-46a1-835a-ac155d995664","n= int(input())
k=0
for i in range( n):
    a, b, c=map(int, input().split())
    if a+b+c>=2:
        k=k+1
print(k)
        
","0.1"
"01c8944f-0a22-4bc7-8338-acd655974e1a","n, m= map(int, input(). split())
a=0
b=0
mi=10000000000000000000000000000000000000000000000000000000000000000000
for i in range(n):
    a, b=map(int,input().split())
    k= a/b
    if k<mi:
        mi=k
t= mi *m
print(""{:6.6f}"".format(t))
","0.057"
"94ac4455-5ad7-46a1-835a-ac155d995664","n=int(input())
t=0
for i in range(n):
    a,b,c=map(int,input().split())
    if a+b+c >1:
        t=t+1
print(t)
","0.061"
"01c8944f-0a22-4bc7-8338-acd655974e1a","n,m=map(int,input().split())
mi=10000
for i in range(n):
    a,b=map(int,input().split())
    k=a/b
    if k<mi:
        mi=k
print(""{:1.6f}"".format(mi*m))
","0.141"
"004dd7ed-c513-4c47-9a8e-76828ba86070","n=int(input())
a=list(map(int,input().split()))
m=max(a)
s=0
for i in range(n):
       s=s+(m-a[i])
print(s)
","0.05"
"004dd7ed-c513-4c47-9a8e-76828ba86070","n=int(input())
s=0
a=list(map(int,input().split()))
m=max(a)
for i in range(n):
    s=s+(m-a[i])
print(s)
","0.106"
"004dd7ed-c513-4c47-9a8e-76828ba86070","n=int(input())
a=list(map(int,input().split()))
m=max(a)
s=0
for i in range(n):
    s=s+(m-a[i])
print(s)
","0.07"
"004dd7ed-c513-4c47-9a8e-76828ba86070","n=int(input())
a=list(map(int, input(). split()))
m=max(a)
s=0
for i in range (n):
     s=s+(m-a[i])
print(s)      


","0.066"
"de60668c-9cf3-4d87-80d1-457552bd8a37","k,r=map(int,input().split())
n=1
s=k
if k%10==r or k%10==0:
    print(1)
else:
    while not(s%10==r or s%10==0):
        n=n+1
        s=s+k
    print(n)
","0.093"
"de60668c-9cf3-4d87-80d1-457552bd8a37","k,r=map(int, input().split())
n=1
s=k
while not(s%10==r or s%10==0):
    n=n+1
    s=s+k
print (n)
    
    
","0.081"
"d5e4d47f-6494-4c3f-b408-6562c81ae4e7","P,K,T,R=map(int,input().split())
if P%K==0 :
    k=P//K
else:
    k=P//K+1
i=k*T
u=(k-1)*R
print(i+u)
","0.065"
"a4b90367-4dc9-4d5f-84d6-56245ea5afc4","k, m, n = map(int, input().split())
if n <= k:
    print(m * 2)
else:
    x = n * 2 // k
    if n * 2 % k != 0:
        x += 1
    print(x*m)","0.061"
"008b5cbd-4257-4e11-a061-f19e550b6b3e","a, b, c = map(int, input().split())
l = True
mas = [a, b, c]
mas.sort()

while l:
    mrr = 99999999999999999999999999999999999
    for i in range(1, len(mas)):
        mr = abs(mas[i] - mas[i-1])
        if mr < mrr:
            mrr = mr
        if mr == 0:
            l = False
    mas.append(mrr)
    mas.sort()
print(len(mas) - 3)","0.094"
"c270a9c3-67af-4113-8e7d-a7a94792013d","t = int(input())
for i in range(t):
    n, m = map(int, input().split())
    if n < m:
        print('NO')
    else:
        s = (1+m) / 2 * m
        if s <= n:
            print('YES')
        else:
            print('NO')","0.06"
"e1980664-e539-436e-af4e-1dc094d9908f","n = int(input())
mas1 = ['a1', 'h1', 'a8', 'h8']
mas2 = ['b1', 'a2', 'g1', 'h2', 'a7', 'b8', 'h7', 'g8']
mas3 = ['c1', 'd1', 'e1', 'f1', 'g2', 'h3', 'h4', 'h5', 'h6', 'g7', 'c8', 'd8', 'e8', 'f8', 'b7', 'a3', 'a4', 'a5', 'a6', 'b2']
mas4 = ['c2', 'd2', 'e2', 'f2', 'g3', 'g4', 'g5', 'g6', 'b3', 'b4', 'b5', 'b6', 'c7', 'd7', 'e7', 'f7']
for a in range(n):
    s = input()
    x = 0
    if s in mas1:
        x = 2
    elif s in mas2:
        x = 3
    elif s in mas3:
        x = 4
    elif s in mas4:
        x = 6
    else:
        x = 8
    print(x)","0.071"
"e1980664-e539-436e-af4e-1dc094d9908f","n = int(input())
mas1 = ['a1', 'h1', 'a8', 'h8']
mas2 = ['b1', 'a2', 'g1', 'h2', 'a7', 'b8', 'h7', 'g8']
mas3 = ['c1', 'd1', 'e1', 'f1', 'g2', 'h3', 'h4', 'h5', 'h6', 'g7', 'c8', 'd8', 'e8', 'f8', 'b7', 'a3', 'a4', 'a5', 'a6', 'b2']
mas4 = ['c2', 'd2', 'e2', 'f2', 'g3', 'g4', 'g5', 'g6', 'b3', 'b4', 'b5', 'b6', 'c7', 'd7', 'e7', 'f7']
for a in range(n):
    s = input()
    x = 0
    if s in mas1:
        x = 2
    elif s in mas2:
        x = 3
    elif s in mas3:
        x = 4
    elif s in mas4:
        x = 6
    else:
        x = 8
    print(x)","0.109"
"4f8b54ae-eb36-4c4d-91da-256fc6302b91","a, b, c, d = map(int, input().split())
s1 = a*60+b
s2 = c*60+d
s1 = s2-s1
h = s1 // 60
m = s1 - (s1//60*60)
print(h, m)","0.058"
"c0ed6e9b-f602-4b3b-8aef-52dbb2485110","s = input()
x = len(s)
mas = ['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm',
       'n', 'o', 'p', 'q', 'r', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z']
step3 = []
step1 = [0]
step2 = x * [0]
for a in range(x):
       step3.append(mas.index(s[a]))
if step3[0] >= 5:
       step2[0] = step3[0]
       step1[0] = step3[0] - 5
else:
       step1[0] = step3[0] + 21
       step2[0] = step3[0] + 26
i = 1
while len(step1) != x:
       step2[i] = step3[i]
       while step2[i] < step2[i-1]:
              step2[i] = step2[i] + 26
       step1.append(step2[i] - step2[i-1])
       i += 1
s1 = ''
for j in range(x):
      s1 += mas[step1[j]]
print(s1)","0.061"
"c0ed6e9b-f602-4b3b-8aef-52dbb2485110","s = input()
x = len(s)
mas = ['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm',
       'n', 'o', 'p', 'q', 'r', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z']
step3 = []
step1 = [0]
step2 = x * [0]
# transfer from word to numbers
for a in range(x):
       step3.append(mas.index(s[a]))
# first letter
if step3[0] >= 5:
       step2[0] = step3[0]
       step1[0] = step3[0] - 5
else:
       step1[0] = step3[0] + 21
       step2[0] = step3[0] + 26
i = 1
while len(step1) != x:
       step2[i] = step3[i]
       while step2[i] < step2[i-1]:
              step2[i] = step2[i] + 26
       step1.append(step2[i] - step2[i-1])
       i += 1
s1 = ''
for j in range(x):
      s1 += mas[step1[j]]
print(s1)","0.064"
"85b72f3a-191b-4d99-9207-6a82ed1e73c9","k, n = map(int, input().split())
mas = list(map(int, input().split()))
s = 0
for a in range(n):
    s += mas[a]
    if s - k < 0:
        s = 0
    else:
        s -= k
print(s)","0.149"
"2373f3eb-bf38-46fd-ba92-ede0c1bc0ac0","n = int(input()) 
s = 0 
a = [0] * n 
for i in range(n): 
    a[i] = int(input()) 
a.sort() 
s = 0  
while len(a) > 3: 
    if 2 * a[1] + a[0] < a[0] * 2 + a[-2]:  
        s += a[-1] + a[0] + a[1] * 2                        
    else: 
        s += a[-1] + a[-2] + a[0] * 2 
    a = a[:len(a)-2] 
if len(a) == 2: 
    s += a[1] 
elif len(a) == 3: 
    s += sum(a) 
print(s)","0.07"
"2373f3eb-bf38-46fd-ba92-ede0c1bc0ac0","n = int(input())
s = 0
a = [0] * n
for i in range(n):
    a[i] = int(input())
a.sort()
s = 0
while len(a) > 3:
    if 2 * a[1] + a[0] < a[0] * 2 + a[-2]:
        s += a[-1] + a[0] + a[1] * 2
    else:
        s += a[-1] + a[-2] + a[0] * 2
    a = a[:len(a)-2]
if len(a) == 2:
    s += a[1]
elif len(a) == 3:
    s += sum(a)
print(s)
","0.091"
"bb8bf498-d02f-48f2-a15a-f8cc813a5c5f","a1, b1 = map(int, input().split())
a2, b2 = map(int, input().split())
a3, b3 = map(int, input().split())
print(a1-a3, b1-b2)","0.083"
"408e0ac8-b3c0-4123-bcb2-e396802f5399","import math
n = int(input())
if n<6 or n%2 !=0:
    print(0)
else:    
    print(math.ceil(n/4) - 1)","0.086"
"6d14c7f2-95e1-464c-a3cb-bcab860928ae","d1,d2,d3 = map(int, input().split())
a = []
a.append(2 *(d1+d2))
a.append(d1+d2+d3)
a.append(2*(d2+d3))
a.append(2*(d1+d3))
print(min(a))","0.147"
"94ac4455-5ad7-46a1-835a-ac155d995664","a = int(input())
c = 0
c1 = []
for i in range(a):
    c1 = list(map(int,input().split()))
    if sum(c1)>1:
        c += 1
    c1 = []
print(c)","0.062"
"94ac4455-5ad7-46a1-835a-ac155d995664","a = int(input())
c1 = []
k = 0
for i in range(a):
    c1 = list(map(int, input().split()))
    if sum(c1) > 1:
        k += 1
    c1 = []
print(k)","0.067"
"4e5b21c0-e86f-4eac-82b6-1a0d00ae4199","mas = list(map(int, input().split()))
print(mas.count(max(mas)))
","0.149"
"33eb8e68-cf75-4892-b87b-97ceeee27d04","a, b = map(int, input().split())
if (a > 0 and b > 0) or (a < 0 and b < 0):
    print(a+b)
elif a == b:
    print(0)
else:
    print(a*b)","0.091"
"33eb8e68-cf75-4892-b87b-97ceeee27d04","a, b = map(int, input().split())
if (a > 0 and b > 0) or (a < 0 and b < 0):
    print(a+b)
elif a == b:
    print(a-b)
else:
    print(a*b)","0.098"
"33eb8e68-cf75-4892-b87b-97ceeee27d04","a, b = map(int, input().split())

if a == b:
    print(a-b)
elif (a > 0 and b > 0) or (a < 0 and b < 0):
    print(a+b)
else:
    print(a*b)","0.131"
"33eb8e68-cf75-4892-b87b-97ceeee27d04","a, b = map(int, input().split())

if a == b:
    print(a-b)
elif (a >= 0 and b >= 0) or (a <= 0 and b <= 0):
    print(a+b)
else:
    print(a*b)","0.07"
