 ,code,real,predicted
311,n = int(input())\r\nif n == 2:\r\n    print(' ' * n * 2 + '0')\r\n    print(' ' * n + '0 1 0')\r\n    print('0 1 2 1 0')\r\n    print(' ' * n + '0 1 0')\r\n    print(' ' * n * 2 + '0')\r\n\r\nif n == 3:\r\n    print(' ' * n * 2 + '0')\r\n    print(' ' * 4 + '0 1 0')\r\n    print(' ' * 2 + '0 1 2 1 0')\r\n    print('0 1 2 3 2 1 0')\r\n    print(' ' * 2 + '0 1 2 1 0')\r\n    print(' ' * 4 + '0 1 0')\r\n    print(' ' * n * 2 + '0')\r\n\r\nif n == 4:\r\n    print(' ' * n * 2 + '0')\r\n    print(' ' * (n - 1) * 2 + '0 1 0')\r\n    print(' ' * (n - 2) * 2 + '0 1 2 1 0')\r\n    print(' ' * (n - 3) * 2 + '0 1 2 3 2 1 0')\r\n    print('0 1 2 3 4 3 2 1 0')\r\n    print(' ' * (n - 3) * 2 + '0 1 2 3 2 1 0')\r\n    print(' ' * (n - 2) * 2 + '0 1 2 1 0')\r\n    print(' ' * (n - 1) * 2 + '0 1 0')\r\n    print(' ' * n * 2 + '0')\r\n\r\nif n == 5:\r\n    print(' ' * n * 2 + '0')\r\n    print(' ' * (n - 1) * 2 + '0 1 0')\r\n    print(' ' * (n - 2) * 2 + '0 1 2 1 0')\r\n    print(' ' * (n - 3) * 2 + '0 1 2 3 2 1 0')\r\n    print(' ' * (n - 4) * 2 + '0 1 2 3 4 3 2 1 0')\r\n    print('0 1 2 3 4 5 4 3 2 1 0')\r\n    print(' ' * (n - 4) * 2 + '0 1 2 3 4 3 2 1 0')\r\n    print(' ' * (n - 3) * 2 + '0 1 2 3 2 1 0')\r\n    print(' ' * (n - 2) * 2 + '0 1 2 1 0')\r\n    print(' ' * (n - 1) * 2 + '0 1 0')\r\n    print(' ' * n * 2 + '0')\r\n\r\nif n == 6:\r\n    print(' ' * n * 2 + '0')\r\n    print(' ' * (n - 1) * 2 + '0 1 0')\r\n    print(' ' * (n - 2) * 2 + '0 1 2 1 0')\r\n    print(' ' * (n - 3) * 2 + '0 1 2 3 2 1 0')\r\n    print(' ' * (n - 4) * 2 + '0 1 2 3 4 3 2 1 0')\r\n    print(' ' * (n - 5) * 2 + '0 1 2 3 4 5 4 3 2 1 0')\r\n    print('0 1 2 3 4 5 6 5 4 3 2 1 0')\r\n    print(' ' * (n - 5) * 2 + '0 1 2 3 4 5 4 3 2 1 0')\r\n    print(' ' * (n - 4) * 2 + '0 1 2 3 4 3 2 1 0')\r\n    print(' ' * (n - 3) * 2 + '0 1 2 3 2 1 0')\r\n    print(' ' * (n - 2) * 2 + '0 1 2 1 0')\r\n    print(' ' * (n - 1) * 2 + '0 1 0')\r\n    print(' ' * n * 2 + '0')\r\n\r\nif n == 7:\r\n    print(' ' * n * 2 + '0')\r\n    print(' ' * (n - 1) * 2 + '0 1 0')\r\n    print(' ' * (n - 2) * 2 + '0 1 2 1 0')\r\n    print(' ' * (n - 3) * 2 + '0 1 2 3 2 1 0')\r\n    print(' ' * (n - 4) * 2 + '0 1 2 3 4 3 2 1 0')\r\n    print(' ' * (n - 5) * 2 + '0 1 2 3 4 5 4 3 2 1 0')\r\n    print(' ' * (n - 6) * 2 + '0 1 2 3 4 5 6 5 4 3 2 1 0')\r\n    print('0 1 2 3 4 5 6 7 6 5 4 3 2 1 0')\r\n    print(' ' * (n - 6) * 2 + '0 1 2 3 4 5 6 5 4 3 2 1 0')\r\n    print(' ' * (n - 5) * 2 + '0 1 2 3 4 5 4 3 2 1 0')\r\n    print(' ' * (n - 4) * 2 + '0 1 2 3 4 3 2 1 0')\r\n    print(' ' * (n - 3) * 2 + '0 1 2 3 2 1 0')\r\n    print(' ' * (n - 2) * 2 + '0 1 2 1 0')\r\n    print(' ' * (n - 1) * 2 + '0 1 0')\r\n    print(' ' * n * 2 + '0')\r\n,0,0.0
312,"
t = int(input())
for _ in range(t):
    a, b, c = map(int, input().split())
    if a + b == c or a + c == b or b + c == a:
        print(""YES"")
    else:
        print(""NO"")
",1,1.0
313,"
n, *balls = map(int, input().split())
count = 0

for i in range(n - 2):
    if balls[i] == balls[i + 1] == balls[i + 2]:
        count = 3
        break

print(count)
",1,1.0
314,"a, b = map(int, input().split())\nprint(min(a, b), abs(a-b)//2)",0,3.727971531475305e-08
315,"a = list(map(int, input().split("" "")))\nb = a[0]\na.pop(0)\nq=max(a)\nw=min(a)\nfor i in range(len(a)):\n    if a[i]==q:\n        a[i]=w\nprint(*a)",0,1.1315861499400803e-35
316,"n, m = map(int, input().split())\nk = 0\nwhile m>0:\n    k+=1\n    if k>n: k = 1\n    m-=k\nif m == 0:\n    print(m)\nelse:\n    print(m+k)",0,0.0
317,"n = int(input())\nb = [list(map(int, input().split())) for i in range(n)]\ns = [(0,0),(0,1),(1,0),(1,1)]\nmn = 1000000\nfor i in s:\n    ns = 0\n    for j in b:\n        ns += (j[0] != i[0]) + (j[1] != i[1])\n    mn = min(ns, mn)\nprint(mn)",0,1.5785835713830556e-37
318,"N, M=map(int, input().split())\nc=(N-2)*(M-2)\np=N*M-c\nprint(p, c)\n",0,1.3349740565403587e-26
319,"k=int(input())\r\nh=k//60\r\nm=k%60\r\nprint(h,m,sep="" "")\r\n",0,1.374954501611019e-37
320,n = int(input())\n#s0 = '####\n#  #\n#  #\n#  #\n####'\n#s1 = '   #\n # #\n#  #\n   #\n   #'\ns01 = '#### '\ns02 = '#  # '\ns03 = '#  # '\ns04 = '#  # '\ns05 = '#### '\n\ns11 = '   # '\ns12 = ' # # '\ns13 = '#  # '\ns14 = '   # '\ns15 = '   # '\n\ndva = bin(n)[2:]\np1 = p2 = p3 = p4 = p5 = ''\nfor i in dva:\n    if i == '0':\n        p1 += s01\n        p2 += s02\n        p3 += s03\n        p4 += s04\n        p5 += s05\n    else:\n        p1 += s11\n        p2 += s12\n        p3 += s13\n        p4 += s14\n        p5 += s15\nprint(p1)\nprint(p2)\nprint(p3)\nprint(p4)\nprint(p5),0,1.5324957969298225e-10
321,"s1, s2, s3 = map(int, input().split())\nn = int(input())\ncomponents = set(input().strip() for i in range(n))\n\nsausages = s1 if ""sausage"" in components else 1\ncheeses = s2 if ""cheese"" in components else 1\nsauces = s3 if ""ketchup"" in components else 1\n\nprint(sausages * cheeses * sauces)",0,6.2572194359242405e-31
322,"n, d = map(int, input().split())\na = list(map(int, input().split()))\nm = int(input())\ns = sum(a)\n\nif n >= m:\n    print(s)\nelse:\n    j = m - n\n    o = j * d\n    print(s - o)",0,0.0
323,"
x, y = map(float, input().split())
d = 1
while x < y:
    d += 1
    x *= 1.1
print(d)
",1,1.0
324,"a,b=list(map(int,input().split()))\nprint((a**2)+(b**2))",0,6.284413545110112e-10
325,"a = int(input())\nb = []\nc = 0\nfor i in range (0, a):\n    n, k = map(int, input().split())\n    while True:\n        if (n%k)!=0 and n!=0:\n            n=n-1\n            c = c+1\n        if (n % k) == 0 and n!=0:\n            n = n/k\n            c = c + 1\n        if n == 0:\n            break\n        \n    b.append(c)\n    c = 0\nfor i in range (0, a):\n    print(b[i])",0,0.0
326,print(len(input().split())),0,0.5463029742240906
327,"
n = int(input())
a = list(map(int, input().split()))
count = 0
for i in range(1, n - 1):
  if a[i] > a[i - 1] and a[i] > a[i + 1]:
    count += 1
print(count)
",1,1.0
328,"n = int(input())
A, B, C = map(int, input().split())
D, E, F = map(int, input().split())

cost = n * (A * D + B * E + C * F)

print(cost)",1,1.0
329,"a,b=map(int,input().split())\n\n\ndef ko(x):\n    sp=[]\n    for t in range(1,int(x**0.5)+1):\n        if x%t==0 :\n            sp.append(t)\n            if t!=x//t :\n                sp.append(x//t)\n    sp.sort()\n    return sp\nk=0\nm=0\nspf=[]\nfor i in range(a,b+1):\n    spd=ko(i)\n    if len(spd)>=m:\n        k=i\n        m=len(spd)\n\n            \nprint(m,k)",0,0.0
330,"n = int(input())\nif n not in [2, 3, 4]:\n    print('ROBOT')\nelse:\n    print('NOT ROBOT')",0,1.2737706871798586e-15
331,"n, m = list(map(int, input().split()))\na = [i for i in range(1, min(m+1, n*2+1))]\nb = [2*n+i for i in range(1, min(m-2*n+1, n*4+1))]\nf = 2\nwhile len(a) + len(b) > 0:\n    if f == 1:\n        f = 2\n        if len(a) != 0:\n            print(a[0], end = ' ')\n            a.pop(0)\n    if f == 2:\n        f = 1\n        if len(b) != 0:\n            print(b[0], end = ' ')\n            b.pop(0)",0,0.0
332,"a=int(input())\r\nr=0\r\nfor i in range(1,a+1):\r\n    if a%i==0:\r\n        r+=1\r\nprint(r)",0,0.0
333,"def main():
    l1, r1, l2, r2, k = map(int, input().split())

    if k >= l2 and k <= r2:
        if r1 < k:
            print(min(r1, r2) - max(l1, l2) + 1)
        else:
            print(min(r1, k - 1) - max(l1, l2) + 1 + min(r1, r2) - k)
    else:
        print(min(r1, r2) - max(l1, l2) + 1)

if __name__ == ""__main__"":
    main()",1,1.0
334,A=int(input())\nB=int(input())\nC=int(input())\nprint((C-A)//B),0,3.6617678832694123e-13
335,"
n, a, b, c = map(int, input().split())
dp = [-1] * (n + 1)
dp[0] = 0

for i in range(n + 1):
    if dp[i] != -1:
        if i + a <= n:
            dp[i + a] = max(dp[i + a], dp[i] + 1)
        if i + b <= n:
            dp[i + b] = max(dp[i + b], dp[i] + 1)
        if i + c <= n:
            dp[i + c] = max(dp[i + c], dp[i] + 1)

print(dp[n])
",1,1.0
336,"
n = int(input())
w = list(map(int, input().split()))

left, right = 0, n - 1
sum_left, sum_right = w[left], w[right]
max_piles = 0

while left <= right:
    if sum_left < sum_right:
        left += 1
        sum_left += w[left]
    elif sum_left > sum_right:
        right -= 1
        sum_right += w[right]
    else:
        max_piles = max(max_piles, left + 1 + (n - right))
        left += 1
        sum_left += w[left]

print(max_piles)
",1,1.0
337,"t=int(input())\na=0\nh=0\nfor i in range(t):\n    n, k=map(int, input().split())\n    for q in range(n):\n        h+=1\n        h+=n%k\n        n//=k\n        if n==0:\n            print(h-1)\n            break\n    h=0\n    a=0",0,0.0
338,"n = int(input())\nm = list(map(int,input().split()))\nd = list(map(int,input().split()))\nm.sort()\nd.sort()\nl = 0\nfor i in range(n):\n    l+= abs(m[i]-d[i])\nprint(l)",0,5.415739524612736e-35
339,"k, m, n = map(int, input().split())\n\ntime = (2 * n + k - 1) // k * m \n\nprint(time)",0,5.230411078502441e-18
340,"n = int(input())
matrix = [list(map(int, input().split())) for _ in range(n)]

def dfs(vertex, visited, count):
    visited[vertex] = True
    count[0] += 1
    print(vertex, count[0])
    for other in range(n):
        if matrix[vertex][other] == 1 and not visited[other]:
            dfs(other, visited, count)

visited = [False] * n
count = [0]
for i in range(n):
    if not visited[i]:
        dfs(i, visited, count)
",1,1.0
341,"a,b,c,d = map(int,input().split())\nx =a*60+b\ny= c*60+d\nif y<x:\n    y=y+1440\nh= int((y-x)/60)\nm =(y-x)%60\nprint(h,m)",0,0.0
342,"
n = int(input())
matrix = [list(map(int, input().split())) for _ in range(n)]
result = [[0] * n for _ in range(n)]

for i in range(n):
    for j in range(n):
        for k in range(n):
            if matrix[i][j] and matrix[j][k]:
                result[i][k] = 1

for i in range(n):
    for j in range(n):
        if matrix[i][j]:
            result[i][j] = 1

for row in result:
    print(' '.join(map(str, row)))
",1,1.0
343,"from math import  ceil\n\nk, n, s, p = map(int, input().split())\n\none_kid_lists = ceil(n / s)\nlists_count = one_kid_lists * k\nprint(ceil(lists_count / p)) # минимальное количество пачек",0,2.1158424443641e-33
344,"k, n = map(int, input().split())\r\ns = 1\r\nwhile n > k:\r\n    s += 1\r\n    n -= k\r\nprint(s, n)",0,1.360226546465303e-38
345,"a=int(input())\r\nb=int(input())\r\nc=int(input())\r\nm=max(a,b,c)\r\nn=min(a,b,c)\r\nprint(n,((a+b+c)-m-n),m)\r\n",0,0.0
346,"
h, r = n // 3, n - 2 * (n // 3)
hrmione = [h, r, 3 * (h + r)]
print(*hrmione)
",1,0.9994694590568542
347,"n = int(input())\r\nif n == 1 or n // 10 == 1 and n !=11:\r\n    print(n,'mag')\r\nelse:\r\n    if 1 < n < 5 or n // 10 == 2 or n // 10 == 3 or n // 10 == 4 and n != 12 and n != 13 and n != 14:\r\n        print(n,'maga')\r\n    else:\r\n        print(n,'magov')",0,0.0
348,"
n = int(input())
a = list(map(int, input().split()))
min_icicles = min(a)
total_knocked_down = sum(x - min_icicles for x in a)
print(total_knocked_down)
",1,1.0
349,"def main():
    field = input()
    vowels = ['A', 'E', 'I', 'O', 'U', 'Y']
    n = len(field)
    dp = [float('inf')] * (n + 1)
    dp[0] = 0
    for i in range(n):
        if field[i] in vowels:
            for j in range(1, min(n - i, dp[i] + 1)):
                dp[i + j] = min(dp[i + j], dp[i] + 1)
    print(dp[n])

if __name__ == '__main__':
    main()",1,1.0
350,"n = int(input())\r\nk = 0\r\nb = []\r\nfor i in range(n):\r\n    a = list(map(int, input().split()))\r\n    if (1 in a) or (3 in a):\r\n        k += 1\r\n    else:   \r\n        b.append(i + 1)\r\nprint(n - k)\r\nprint(*b)",0,0.0
351,"s=input()\nk=0\nm=0\nfor i in range(0,len(s)-2):\n    \n    if s[i] in 'BCD' and s[i+1] in 'BDE' and s[i+2] in 'BCE' and s[i]!=s[i+1] and s[i+1]!=s[i+2]:\n        k+=1\n        \n    \n               \nprint(k)",0,1.188669071101113e-34
352,for i in range(int(input())):\n    l = sorted([int(x) for x in input().split()])\n    if l[0] + l[1] == l[2]:\n        print('YES')\n    else:\n        print('NO'),0,7.517560436830363e-24
353,"
v = int(input(""\nv - bus speed,\r\n""))
t = int(input(""\nt - travel time.\r\n""))
distance = v * t
print(distance)
",1,2.5623656842166387e-12
354,"N = int(input())matrix = [input().strip() for _ in range(N)]dp = [[0] * N for _ in range(N)]max_side = 0for i in range(N):for j in range(N):if matrix[i][j] == '1':if i == 0 or j == 0:dp[i][j] = 1else:dp[i][j] = min(dp[i-1][j], dp[i][j-1], dp[i-1][j-1]) + 1max_side = max(max_side, dp[i][j])print(max_side * max_side)",1,1.0
355,"a,b,c=map(int,input().split())\r\nm=a\r\nn=b\r\nif b<m:\r\n    m=b\r\nif c<m:\r\n    m=c\r\n\r\nif a>n:\r\n    n=a\r\nif c>n:\r\n    n=c\r\nprint(a+b+c-m-n)\r\n",0,0.0
356,"def q(gr1,gr2,gr3):\r\n    for i in range(n):\r\n        for j in range(n):\r\n            for z in range(n):\r\n                if gr3[i][j]==0:\r\n                    gr3[i][j]=gr1[i][z]*gr2[z][j]\r\n    return gr3\r\nk=0\r\nn=int(input())\r\nm=3 \r\nmas=[[0]*n for i in range(n)]\r\ngr2=mas\r\nfor i in range(n):\r\n    mas[i]=[int(f) for f in input().split()]\r\nfor x in range(m-1):\r\n    gr3=[[0]*n for i in range(n)]\r\n    q(mas,gr2,gr3)\r\n    gr2=gr3\r\nfor i in range(n):\r\n    for j in range(n):\r\n        if gr2[i][j]==1 and i!=j:\r\n            print(i+1,j+1)\r\n            k=1\r\nif k==0: print(""NO"")",0,0.0
357,"x, y = [int(x) for x in input().split()]\nif x > 0 and y > 0:\n    print(x+y)\nelif x < 0 and y < 0:\n    print(x+y)\nelse:\n    print(x-y)",0,6.464064153964989e-27
358,"n, m = map(int, input().split())
for i in range(n, m + 1):
    if i % 2 == 0:
        print(i, end=' ')",1,0.9999998807907104
359,"a,b,h=map(int,input().split())\r\nm,k=map(int,input().split())\r\nif a<=k and b<=m:\r\n    print('YES')\r\nelif h<=k and b<=m:\r\n    print('YES')\r\nelif a<=k and h<=m:\r\n    print('YES')\r\nelif a<=m and b<=k:\r\n    print('YES')\r\nelif h<=m and b<=k:\r\n    print('YES')\r\nelif a<=m and h<=k:\r\n    print('YES')\r\nelse:\r\n    print('NO')\r\n",0,0.0
360,"n,k=map(int,input().split())\ns=(1+n)*n//2\nif s<=k:\n    k=k-k//s*s\ni=0\nwhile k-i>0:\n    i+=1\n    k=k-i\nprint(k)\n\n\n\n",0,0.0
361,"n=int(input())\r\na,b,c=map(int,input().split())\r\nd,e,f=map(int,input().split())\r\nS=(n+1)*a*d+(n+1)*b*e+(n+1)*c*f\r\nprint(S)\r\n",0,0.0
362,"
n = int(input())
numbers = input().split()
max_sum = -1
result_number = 0

for number in numbers:
    digit_sum = sum(int(digit) for digit in number)
    if digit_sum > max_sum:
        max_sum = digit_sum
        result_number = number

print(result_number)
",1,1.0
363,k = int(input())\nl = 0\na = 18\nif k>=100:\n    l = 99\n    a = 1422\nwhile l<k:\n    a += 1\n    s = 0\n    for i in range(len(str(a))):\n        s += int(str(a)[i])\n    if s==10:\n        l+=1\nprint(a),0,0.0
364,"
def max_horizontality(n, m):
    if n < 2 or m < 2:
        return 0

    max_h = min(n, m)
    for i in range(2, min(n, m) + 1):
        h = 0
        for j in range(1, n // i + 1):
            if (n % i == 0) and (m >= i * (j - 1)):
                h += i
        max_h = max(max_h, h)

    return max_h * max_h

n, m = map(int, input().split())
print(max_horizontality(n, m))
",1,1.0
365,"def main():
    n = int(input())
    grades = []
    for _ in range(n):
        grades.append(int(input()))

    grades.sort(reverse=True)
    avg = grades[0]

    for i in range(1, n):
        avg = (avg + grades[i]) / 2

    print('%.6f' % avg)

if __name__ == '__main__':
    main()",1,1.0
366,"n = int(input())\na = list(map(int, input().split()))\ns = {}\nfor i in a:\n    if i not in s:\n        s[i]=1\n    else:\n        s[i]+=1\nprint(max(s.values()))",0,0.0
367,"x=int(input())\r\ny=0\r\nfor i in range(1,x+1):\r\n    if x%i==0 :\r\n      y=y+1\r\nprint(y)",0,0.0
368,"n = int(input())a = list(map(int, input().split()))unique_non_zero = set(x for x in a if x != 0)print(len(unique_non_zero))",1,0.9999998807907104
369,n=int(input())\nk=int(input())\nx=int(input())\ny=int(input())\ns=x*k+((n-k)*y)\nprint(s),0,1.9036882268686832e-26
370,"list = list(map(int, input().split()))\nmino=list[1]\nmaxo=list[1]\nfor i in range(list[0]):\n    if list[i+1]<mino:\n        mino=list[i]\n    if list[i+1]>maxo:\n        maxo=list[i+1]\nnewlist=[]\nfor i in range(list[0]):\n    if list[i+1]==maxo:\n        newlist+=[mino]\n    else:\n        newlist+=[list[i+1]]\nprint(*newlist)",0,0.0
371,"from sys import stdin, stdout\n\nn, m = map(int, stdin.readline().split())\n\nstdout.write(str(n ** 2 + m ** 2))\n",0,1.334223779234161e-29
372,"a,b=map(int,input().split())\na2,b2=map(int,input().split())\na3,b3=map(int,input().split())\nr1=a-a3\nr2=b-b2\nprint(r1,r2)",0,1.088571604629506e-21
373,"def a(b):\n    s = list(b)\n    n = len(s)\n    for i in range(n - 1):\n        if s[i] > s[i + 1]:\n            c = i + 1\n            for j in range(i + 1, n):\n                if s[j] < s[c]:\n                    c = j\n            s[i], s[c] = s[c], s[i]\n            return ''.join(s)\n\n    return b\n\nb = input().strip()\nb1 = a(b)\nprint(b1)\n",0,0.0
374,"def count_larger_than_previous():
    n = int(input())
    arr = list(map(int, input().split()))
    count = 0
    for i in range(1, n):
        if arr[i] > arr[i - 1]:
            count += 1
    print(count)

count_larger_than_previous()",1,1.0
375,"n = int(input())\r\ngr = [[] * n for i in range(n)]\r\ninf=10**10\r\n\r\nfor i in range(n):\r\n    gr[i] = [int(t) for t in input().split()]\r\nverV = int(input())\r\n\r\nfor i in range(n):\r\n    for j in range(n):\r\n        if (gr[i][j]==0)or(gr[i][j]==-1):\r\n            gr[i][j]=inf\r\ndef dijkstra(src):\r\n    visited = []\r\n    distance = {src: 0}\r\n    node = list(range(len(gr[0])))\r\n    if src in node:\r\n        node.remove(src)\r\n        visited.append(src)\r\n    else:\r\n        return None\r\n    for i in node:\r\n        distance[i] = gr[src][i]\r\n    prefer = src\r\n    while node:\r\n        _distance = float('inf')\r\n        for i in visited:\r\n            for j in node:\r\n                if gr[i][j] > 0:\r\n                    if _distance > distance[i] + gr[i][j]:\r\n                        _distance = distance[j] = distance[i] + gr[i][j]\r\n                        prefer = j\r\n        visited.append(prefer)\r\n        node.remove(prefer)\r\n    return distance\r\n\r\n\r\ndistance = dijkstra(verV-1)\r\n#print(distance)\r\nfor h in range(n):\r\n    if h!=verV-1:\r\n        if distance[h]==inf:\r\n            print(h+1,'NO')\r\n        else:    \r\n            print(h+1,distance[h])",0,0.0
376,"def main():
    G, S, H, R = map(int, input().split())
    M = int(input())

    total_students = G + S + H + R
    max_students_per_class = total_students // M
    extra_students = total_students % M

    min_students_from_one_faculty = max_students_per_class

    if G > max_students_per_class:
        min_students_from_one_faculty = G
    if S > max_students_per_class:
        min_students_from_one_faculty = min(min_students_from_one_faculty, S)
    if H > max_students_per_class:
        min_students_from_one_faculty = min(min_students_from_one_faculty, H)
    if R > max_students_per_class:
        min_students_from_one_faculty = min(min_students_from_one_faculty, R)

    if extra_students > 0:
        min_students_from_one_faculty = max_students_per_class + 1

    print(min_students_from_one_faculty)

if __name__ == ""__main__"":
    main()",1,1.0
377,s=str(input())\r\nsn=''\r\nfor i in range(len(s)):\r\n    if s[i]!=' ':\r\n       sn=sn+s[i]\r\nprint(sn)\r\n\r\n\r\n,0,0.0
378,"def work():\n    first_line = input().strip()\n    while first_line == '':\n        first_line = input().strip()\n    n_k_s = first_line.split()\n    if len(n_k_s) < 3:\n        second_part = input().strip().split()\n        n_k_s += second_part\n    n, k, s = map(int, n_k_s[:3])\n\n    p = []\n    while len(p) < n:\n        line = input()\n        if not line:\n            break\n        p += list(map(int, line.strip().split()))\n\n    if len(p) < n:\n        return\n\n    if not (1 <= n <= 10 ** 5 and 1 <= k <= 10 ** 5 and 1 <= s <= 50):\n        return\n    for candies in p:\n        if not (1 <= candies <= 10 ** 4):\n            return\n\n    low = max(p)\n    high = sum(p)\n\n    while low < high:\n        mid = (low + high) // 2\n        required = 1\n        current_sum = 0\n        for num in p:\n            if current_sum + num > mid:\n                required += 1\n                current_sum = num\n            else:\n                current_sum += num\n        if required <= k:\n            high = mid\n        else:\n            low = mid + 1\n\n    time = (low + s - 1) // s\n    print(time)\nwork()\n",0,0.0
379,"c = []\nfor i in range(int(input())):\n    a,b = map(int,input().split())\n    b1 = 0\n    for i in range(b):\n        b1+=i\n    if b1>a:\n        c.append('NO')\n    else:\n        c.append(""YES"")\nfor i in c:\n    print(i)",0,0.0
380,"
n = int(input())
for i in range(10, 10 ** 10):
    Cur = []
    j, k = 1, i
    while k != 0:
        Cur += [k % 10]
        k //= 10
    l = len(Cur)
    if Cur[l - 1] != 1:
        continue
    for Cur[l - 4] in '?' + '9':
        for Cur[l - 5] in '1' + '?':
            k = 0
            for x in Cur:
                k += x * j
                j *= 10
            if k % n == 0:
                print(''.join(map(str, Cur)))
",1,1.0
381,"a=int(input())\nb=int(input())\n\ndef koldel(x):\n    sp=[]\n    for t in range(1,int(x**0.5)+1):\n        if x%t==0:\n            sp.append(t)\n            if t!=x//t:\n                sp.append(x//t)\n    sp.sort()\n    sp.reverse()\n    return sp\ndm=0   \nspdmax=[]\nspd=[]\npn=0\n        \nfor i in range(a,b+1):\n    spd=koldel(i)\n    if len(spd)==4:\n        spd.reverse()\n        print(*spd)",0,0.0
382,"a = int(input())\nb = int(input())\nc = int(input())\nres = 0\ns = a // c * c\nfor x in range(s, b+1, c):\n    if a<=x<=b:\n        res += 1\nprint(res)\n",0,0.0
383,a=input()\nmaxts=0\nts=1\nfor i in range (len(a)-1):\n        if (a[i]=='K' and a[i+1]=='L') or (a[i]=='L' and a[i+1]=='K'):\n                ts=1\n        else:\n                ts+=1\n                if maxts<ts:\n                    maxts=ts\nprint(maxts)\n            \n,0,0.0
384,"a=int(input())\nsp=[]\nfor i in range(1,int(a**0.5)+1):\n    if a%i==0:\n        sp.append(i)\n        if i!=a//i:\n            sp.append(a//i)\nsp=sorted(sp)\nprint(len(sp))",0,3.140644488625196e-38
385,from math import ceil\r\na = int(input())\r\nb = int(input())\r\nprint(ceil(b/a))\r\n,0,0.0
386,"def count_coins(n, a):\n    count = {}\n    \n    for coin in a:\n        if coin in count:\n            count[coin] += 1\n        else:\n            count[coin] = 1\n    \n    max_height = max(count.values())\n    total_stacks = len(count)\n\n    return max_height, total_stacks\n\nn = int(input())\na = list(map(int, input().split()))\nmax_height, total_stacks = count_coins(n, a)\nprint(max_height, total_stacks)",0,0.0
387,"
def triple_desks(n):
    desks = n // 3
    students_last_desk = n - (desks * 3)
    return desks + students_last_desk // 3, students_last_desk % 3

n = int(input())
desks, students_last_desk = triple_desks(n)
print(desks, students_last_desk)
",1,1.0
388,d = int(input())\r\nm = int(input())\r\ny = int(input())\r\nif (m<9) and (y == 2010) :\r\n        print('YES')\r\nelse : print('NO')\r\n\r\n\r\n \r\n\r\n      \r\n,0,0.0
389,a = int(input())\nb = [int(i) for i in input().split()]\nc = [int(i) for i in input().split()]\nsu1 = 0\nsu2 = 0\nsum1 = 0\nfor i in range(a):\n    if su1 == su2 and b[i] == c[i]:\n        sum1 += b[i]\n    else:\n        su1 += b[i]\n        su2 += c[i]\nprint(sum1),0,0.0
390,"
edge = int(input())
volume = edge ** 3
print(volume)
",1,0.9998841285705566
391,"a, b = map(int, input().split())\r\nn = int(input())\r\nif n * 9 > a * b:\r\n    print(""YES"")\r\n    print(n - int(a*b/9))\r\nelse:\r\n    print(""NO"")\r\n",0,0.0
392,"
n, m = map(int, input().split())

red = green = blue = black = 0

for i in range(1, n + 1):
    for j in range(1, m + 1):
        value = i * j
        if value % 2 == 0:
            red += 1
        elif value % 3 == 0:
            green += 1
        elif value % 5 == 0:
            blue += 1
        else:
            black += 1

print(""RED :"", red)
print(""GREEN :"", green)
print(""BLUE :"", blue)
print(""BLACK :"", black)
",1,1.0
393,"
def find_remaining_letters(n, m, table, keywords):
    used = set()
    for keyword in keywords:
        found = True
        for letter in keyword:
            if letter in used or not (table[y][x] == letter for x, y in adjacents(n, x, y=table.index(list(table)[x]))):
                found = False
                break
            used.add(letter)
        if found:
            for letter in keyword:
                table[y][x] = '.'
    remaining = sorted(''.join(line.replace('.', '') for line in table).replace(' ', ''))
    return remaining

def adjacents(n, x, y=None):
    if y is None:
        y = table.index(list(table)[x])
    directions = [(0, 1), (1, 0), (0, -1), (-1, 0)]
    result = []
    for dx, dy in directions:
        nx, ny = x + dx * n, y + dy * n
        if 0 <= nx < n and 0 <= ny < n:
            result.append((nx, ny))
    return result

table = [list(input().strip()) for _ in range(n)]
n, m = map(int, input().split())
keywords = [input().strip() for _ in range(m)]
print(''.join(find_remaining_letters(n, m, table, keywords)))
",1,1.0
394,"
n = int(input())
numbers = list(map(int, input().split()))
numbers.sort(reverse=True)
max_even_sum = 0
for i in range(1, len(numbers) + 1):
    if sum(numbers[:i]) % 2 == 0:
        max_even_sum = sum(numbers[:i])
print(max_even_sum)
",1,1.0
395,"a=int(input())\r\nn=int(input())\r\ns=1\r\nfor i in range(1,n+1):\r\n    s=s+a**i\r\nprint(s)\r\n",0,0.0
396,"
def count_exclamation_marks(text):
    return text.count('!')

input_text = input()
print(count_exclamation_marks(input_text))
",1,0.9999992847442627
397,"k, n = map(int,input().split())\nif k > n:\n    print(1, n)\nelif k < n:\n    a = (n//k)+1\n    if n%k == 0:\n        b = 1\n    else:\n        b = n%k\n    print(a, b)\nelse:\n    print(1, n)",0,0.0
398,"def sort_array(arr):
    n = len(arr)
    for i in range(n - 1):
        for j in range(n - i - 1):
            if arr[j] > arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
    return arr

n = int(input())
arr = list(map(int, input().split()))
sorted_arr = sort_array(arr)
print(*sorted_arr)",1,1.0
399,"a = input()\r\nprint(int(a,2))\r\n      ",0,3.518227182787621e-23
